PFAM	DUF	CS	GO	Ontology	Description	PFAMDescription	PFAMCount	DUFCount
PF00044	PF14280	Low	GO:0055114	BP	oxidation-reduction process	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	25811	150
PF00113	PF14280	Low	NA	NA	NA	Enolase, C-terminal TIM barrel domain	25084	150
PF00118	PF14280	Low	NA	NA	NA	TCP-1/cpn60 chaperonin family	25718	150
PF00140	PF14280	Low	GO:0006355	BP	regulation of transcription, DNA-templated	Sigma-70 factor, region 1.2	26307	150
PF00140	PF14280	Low	GO:0006352	BP	DNA-templated transcription, initiation	Sigma-70 factor, region 1.2	26307	150
PF00162	PF14280	Low	GO:0006096	BP	glycolytic process	Phosphoglycerate kinase	25988	150
PF00164	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S12/S23	25224	150
PF00166	PF14280	Low	GO:0006457	BP	protein folding	Chaperonin 10 Kd subunit	25494	150
PF00177	PF14280	Low	NA	NA	NA	Ribosomal protein S7p/S5e	25184	150
PF00181	PF14280	Low	GO:0006412	BP	translation	Ribosomal Proteins L2, RNA binding domain	25441	150
PF00189	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S3, C-terminal domain	25660	150
PF00203	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S19	25552	150
PF00215	PF14280	Low	GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process	Orotidine 5'-phosphate decarboxylase / HUMPS family	23907	150
PF00237	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L22p/L17e	25623	150
PF00238	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L14p/L23e	25796	150
PF00252	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L16p/L10e	25740	150
PF00276	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L23	25636	150
PF00281	PF14280	Low	NA	NA	NA	Ribosomal protein L5	25773	150
PF00297	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L3	25562	150
PF00298	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L11, RNA binding domain	25295	150
PF00312	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S15	26255	150
PF00333	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S5, N-terminal domain	25896	150
PF00338	PF14280	Low	NA	NA	NA	Ribosomal protein S10p/S20e	25443	150
PF00347	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L6	25913	150
PF00366	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S17	25760	150
PF00380	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S9/S16	26095	150
PF00406	PF14280	Low	NA	NA	NA	Adenylate kinase	26291	150
PF00410	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S8	25908	150
PF00416	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S13/S18	25979	150
PF00438	PF14280	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, N-terminal domain	24472	150
PF00453	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L20	26122	150
PF00466	PF14280	Low	GO:0042254	BP	ribosome biogenesis	Ribosomal protein L10	25304	150
PF00562	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 6	25250	150
PF00572	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L13	26186	150
PF00573	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L4/L1 family	25668	150
PF00584	PF14280	Low	GO:0006886	BP	intracellular protein transport	SecE/Sec61-gamma subunits of protein translocation complex	24378	150
PF00584	PF14280	Low	GO:0006605	BP	protein targeting	SecE/Sec61-gamma subunits of protein translocation complex	24378	150
PF00623	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 2	24707	150
PF00627	PF14280	Low	NA	NA	NA	UBA/TS-N domain	25202	150
PF00673	PF14280	Low	NA	NA	NA	ribosomal L5P family C-terminus	25842	150
PF00684	PF14280	Low	NA	NA	NA	DnaJ central domain	25246	150
PF00687	PF14280	Low	NA	NA	NA	Ribosomal protein L1p/L10e family	24633	150
PF00707	PF14280	Low	GO:0006413	BP	translational initiation	Translation initiation factor IF-3, C-terminal domain	26041	150
PF00712	PF14280	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, N-terminal domain	25759	150
PF00828	PF14280	Low	NA	NA	NA	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	25814	150
PF00830	PF14280	Low	NA	NA	NA	Ribosomal L28 family	24806	150
PF00831	PF14280	Low	GO:0006412	BP	translation	Ribosomal L29 protein	25386	150
PF00886	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S16	25914	150
PF00889	PF14280	Low	GO:0006414	BP	translational elongation	Elongation factor TS	26290	150
PF01016	PF14280	Low	GO:0006412	BP	translation	Ribosomal L27 protein	26025	150
PF01035	PF14280	Low	GO:0006281	BP	DNA repair	6-O-methylguanine DNA methyltransferase, DNA binding domain	24056	150
PF01043	PF14280	Low	GO:0017038	BP	protein import	SecA preprotein cross-linking domain	25739	150
PF01084	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S18	25863	150
PF01132	PF14280	Low	GO:0006414	BP	translational elongation	Elongation factor P (EF-P) OB domain	25781	150
PF01230	PF14280	Low	NA	NA	NA	HIT domain	25244	150
PF01245	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein L19	26142	150
PF01367	PF14280	Low	NA	NA	NA	5'-3' exonuclease, C-terminal SAM fold	25972	150
PF01381	PF14280	Low	NA	NA	NA	Helix-turn-helix	24979	150
PF01406	PF14280	Low	NA	NA	NA	tRNA synthetases class I (C) catalytic domain	26293	150
PF01545	PF14280	Low	GO:0055085	BP	transmembrane transport	Cation efflux family	22644	150
PF01545	PF14280	Low	GO:0006812	BP	cation transport	Cation efflux family	22644	150
PF01556	PF14280	Low	NA	NA	NA	DnaJ C terminal domain	26431	150
PF01668	PF14280	Low	NA	NA	NA	SmpB protein	25791	150
PF01715	PF14280	Low	GO:0008033	BP	tRNA processing	IPP transferase	26069	150
PF01746	PF14280	Low	NA	NA	NA	tRNA (Guanine-1)-methyltransferase	26278	150
PF01807	PF14280	Low	GO:0006260	BP	DNA replication	CHC2 zinc finger	25914	150
PF02096	PF14280	Low	NA	NA	NA	60Kd inner membrane protein	26063	150
PF02357	PF14280	Low	GO:0006355	BP	regulation of transcription, DNA-templated	Transcription termination factor nusG	25645	150
PF02367	PF14280	Low	GO:0002949	BP	tRNA threonylcarbamoyladenosine modification	Threonylcarbamoyl adenosine biosynthesis protein TsaE	25787	150
PF02403	PF14280	Low	NA	NA	NA	Seryl-tRNA synthetase N-terminal domain	25664	150
PF02739	PF14280	Low	NA	NA	NA	5'-3' exonuclease, N-terminal resolvase-like domain	26057	150
PF02767	PF14280	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, central domain	25805	150
PF02768	PF14280	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, C-terminal domain	25904	150
PF02772	PF14280	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, central domain	24552	150
PF02773	PF14280	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, C-terminal domain	24800	150
PF02800	PF14280	Low	GO:0055114	BP	oxidation-reduction process	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	25864	150
PF02882	PF14280	Low	NA	NA	NA	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	25607	150
PF03120	PF14280	Low	GO:0006281	BP	DNA repair	NAD-dependent DNA ligase OB-fold domain	25333	150
PF03120	PF14280	Low	GO:0006260	BP	DNA replication	NAD-dependent DNA ligase OB-fold domain	25333	150
PF03143	PF14280	Low	NA	NA	NA	Elongation factor Tu C-terminal domain	24618	150
PF03719	PF14280	Low	GO:0006412	BP	translation	Ribosomal protein S5, C-terminal domain	25975	150
PF03764	PF14280	Low	NA	NA	NA	Elongation factor G, domain IV	26070	150
PF03946	PF14280	Low	NA	NA	NA	Ribosomal protein L11, N-terminal domain	25256	150
PF03947	PF14280	Low	GO:0006412	BP	translation	Ribosomal Proteins L2, C-terminal domain	25556	150
PF03952	PF14280	Low	NA	NA	NA	Enolase, N-terminal domain	24728	150
PF04561	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 2	24752	150
PF04563	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase beta subunit	24982	150
PF04565	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 3	24765	150
PF04851	PF14280	Low	NA	NA	NA	Type III restriction enzyme, res subunit	26189	150
PF04983	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 3	24922	150
PF04997	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 1	24706	150
PF04998	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 5	25447	150
PF05491	PF14280	Low	GO:0006281	BP	DNA repair	RuvB C-terminal winged helix domain	25667	150
PF05491	PF14280	Low	GO:0006310	BP	DNA recombination	RuvB C-terminal winged helix domain	25667	150
PF05697	PF14280	Low	GO:0006457	BP	protein folding	Bacterial trigger factor protein (TF)	25651	150
PF05697	PF14280	Low	GO:0015031	BP	protein transport	Bacterial trigger factor protein (TF)	25651	150
PF06071	PF14280	Low	NA	NA	NA	Protein of unknown function (DUF933)	25933	150
PF06418	PF14280	Low	GO:0006221	BP	pyrimidine nucleotide biosynthetic process	CTP synthase N-terminus	25022	150
PF06421	PF14280	Low	NA	NA	NA	GTP-binding protein LepA C-terminus	25825	150
PF08207	PF14280	Low	NA	NA	NA	Elongation factor P (EF-P) KOW-like domain	26144	150
PF08241	PF14280	Low	GO:0008152	BP	metabolic process	Methyltransferase domain	24084	150
PF08275	PF14280	Low	NA	NA	NA	DNA primase catalytic core, N-terminal domain	26042	150
PF08299	PF14280	Low	GO:0006275	BP	regulation of DNA replication	Bacterial dnaA protein helix-turn-helix	25734	150
PF08299	PF14280	Low	GO:0006270	BP	DNA replication initiation	Bacterial dnaA protein helix-turn-helix	25734	150
PF08459	PF14280	Low	NA	NA	NA	UvrC Helix-hairpin-helix N-terminal	25901	150
PF08529	PF14280	Low	GO:0031554	BP	regulation of DNA-templated transcription, termination	NusA N-terminal domain	26089	150
PF09285	PF14280	Low	GO:0043043	BP	peptide biosynthetic process	Elongation factor P, C-terminal	26200	150
PF10385	PF14280	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase beta subunit external 1 domain	24715	150
PF11987	PF14280	Low	NA	NA	NA	Translation-initiation factor 2	26284	150
PF12344	PF14280	Low	NA	NA	NA	Ultra-violet resistance protein B	25640	150
PF12681	PF14280	Low	NA	NA	NA	Glyoxalase-like domain	20821	150
PF13184	PF14280	Low	NA	NA	NA	NusA-like KH domain	26152	150
PF13522	PF14280	Low	NA	NA	NA	Glutamine amidotransferase domain	23919	150
PF13603	PF14280	Low	GO:0006418	BP	tRNA aminoacylation for protein translation	Leucyl-tRNA synthetase, Domain 2	25635	150
PF14492	PF14280	Low	NA	NA	NA	Elongation Factor G, domain II	26172	150
PF12750	PF14283	Low	NA	NA	NA	Maff2 family	662	419
PF01609	PF14294	High	GO:0006313	BP	transposition, DNA-mediated	Transposase DDE domain	11085	382
PF01035	PF14329	Low	GO:0006281	BP	DNA repair	6-O-methylguanine DNA methyltransferase, DNA binding domain	24056	405
PF07883	PF14329	Low	NA	NA	NA	Cupin domain	23778	405
PF12681	PF14329	Low	NA	NA	NA	Glyoxalase-like domain	20821	405
PF13302	PF14329	Low	NA	NA	NA	Acetyltransferase (GNAT) domain	21839	405
PF07287	PF14330	Low	NA	NA	NA	Acyclic terpene utilisation family protein AtuA	5365	149
PF00176	PF14335	High	NA	NA	NA	SNF2 family N-terminal domain	17386	405
PF01381	PF14335	Low	NA	NA	NA	Helix-turn-helix	24979	405
PF01555	PF14335	High	GO:0006306	BP	DNA methylation	DNA methylase	15611	405
PF04851	PF14335	Low	NA	NA	NA	Type III restriction enzyme, res subunit	26189	405
PF06834	PF14348	Low	NA	NA	NA	TraU protein	1588	268
PF07514	PF14348	High	NA	NA	NA	Putative helicase	1301	268
PF07515	PF14348	Low	NA	NA	NA	Putative conjugal transfer nickase/helicase TraI C-term	814	268
PF08534	PF14348	Low	NA	NA	NA	Redoxin	18572	268
PF08900	PF14348	High	NA	NA	NA	Domain of unknown function (DUF1845)	793	268
PF09686	PF14348	High	NA	NA	NA	Plasmid protein of unknown function (Plasmid_RAQPRD)	676	268
PF11072	PF14348	High	NA	NA	NA	Protein of unknown function (DUF2859)	728	268
PF11190	PF14348	High	NA	NA	NA	Protein of unknown function (DUF2976)	660	268
PF11198	PF14348	Low	NA	NA	NA	Protein of unknown function (DUF2857)	767	268
PF11444	PF14348	High	NA	NA	NA	Protein of unknown function (DUF2895)	750	268
PF11660	PF14348	High	NA	NA	NA	Protein of unknown function (DUF3262)	669	268
PF11920	PF14348	High	NA	NA	NA	Protein of unknown function (DUF3438)	777	268
PF11990	PF14348	High	NA	NA	NA	Protein of unknown function (DUF3487)	726	268
PF12101	PF14348	Low	NA	NA	NA	Protein of unknown function (DUF3577)	686	268
PF12846	PF14348	Low	NA	NA	NA	AAA-like domain	14543	268
PF13589	PF14348	Low	NA	NA	NA	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	21588	268
PF06114	PF14367	High	NA	NA	NA	IrrE N-terminal-like domain	13848	256
PF00044	PF14390	Low	GO:0055114	BP	oxidation-reduction process	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	25811	223
PF00113	PF14390	Low	NA	NA	NA	Enolase, C-terminal TIM barrel domain	25084	223
PF00121	PF14390	Low	GO:0008152	BP	metabolic process	Triosephosphate isomerase	26009	223
PF00137	PF14390	Low	GO:0015991	BP	NA	ATP synthase subunit C	25483	223
PF00140	PF14390	Low	GO:0006355	BP	regulation of transcription, DNA-templated	Sigma-70 factor, region 1.2	26307	223
PF00140	PF14390	Low	GO:0006352	BP	DNA-templated transcription, initiation	Sigma-70 factor, region 1.2	26307	223
PF00145	PF14390	Very high	NA	NA	NA	C-5 cytosine-specific DNA methylase	12981	223
PF00154	PF14390	Low	GO:0006281	BP	DNA repair	recA bacterial DNA recombination protein	26266	223
PF00162	PF14390	Low	GO:0006096	BP	glycolytic process	Phosphoglycerate kinase	25988	223
PF00164	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S12/S23	25224	223
PF00177	PF14390	Low	NA	NA	NA	Ribosomal protein S7p/S5e	25184	223
PF00203	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S19	25552	223
PF00297	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L3	25562	223
PF00298	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L11, RNA binding domain	25295	223
PF00308	PF14390	Low	NA	NA	NA	Bacterial dnaA  protein	26017	223
PF00312	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S15	26255	223
PF00338	PF14390	Low	NA	NA	NA	Ribosomal protein S10p/S20e	25443	223
PF00380	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S9/S16	26095	223
PF00436	PF14390	Low	NA	NA	NA	Single-strand binding protein family	26309	223
PF00438	PF14390	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, N-terminal domain	24472	223
PF00453	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L20	26122	223
PF00466	PF14390	Low	GO:0042254	BP	ribosome biogenesis	Ribosomal protein L10	25304	223
PF00471	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L33	23165	223
PF00542	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L7/L12 C-terminal domain	25267	223
PF00562	PF14390	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 6	25250	223
PF00572	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L13	26186	223
PF00623	PF14390	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 2	24707	223
PF00627	PF14390	Low	NA	NA	NA	UBA/TS-N domain	25202	223
PF00687	PF14390	Low	NA	NA	NA	Ribosomal protein L1p/L10e family	24633	223
PF00709	PF14390	Low	GO:0006164	BP	purine nucleotide biosynthetic process	Adenylosuccinate synthetase	23932	223
PF00712	PF14390	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, N-terminal domain	25759	223
PF00750	PF14390	Low	NA	NA	NA	tRNA synthetases class I (R)	26268	223
PF00763	PF14390	Low	GO:0055114	BP	oxidation-reduction process	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	25400	223
PF00772	PF14390	Low	GO:0006260	BP	DNA replication	DnaB-like helicase N terminal domain	26173	223
PF00817	PF14390	Low	GO:0006281	BP	DNA repair	impB/mucB/samB family	23225	223
PF00829	PF14390	Low	NA	NA	NA	Ribosomal prokaryotic L21 protein	25967	223
PF00830	PF14390	Low	NA	NA	NA	Ribosomal L28 family	24806	223
PF00834	PF14390	Low	GO:0005975	BP	carbohydrate metabolic process	Ribulose-phosphate 3 epimerase family	25588	223
PF00886	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S16	25914	223
PF00889	PF14390	Low	GO:0006414	BP	translational elongation	Elongation factor TS	26290	223
PF00958	PF14390	Low	GO:0006177	BP	GMP biosynthetic process	GMP synthase C terminal domain	23549	223
PF00958	PF14390	Low	GO:0006164	BP	purine nucleotide biosynthetic process	GMP synthase C terminal domain	23549	223
PF01016	PF14390	Low	GO:0006412	BP	translation	Ribosomal L27 protein	26025	223
PF01026	PF14390	Low	NA	NA	NA	TatD related DNase	26315	223
PF01043	PF14390	Low	GO:0017038	BP	protein import	SecA preprotein cross-linking domain	25739	223
PF01084	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S18	25863	223
PF01132	PF14390	Low	GO:0006414	BP	translational elongation	Elongation factor P (EF-P) OB domain	25781	223
PF01195	PF14390	Low	NA	NA	NA	Peptidyl-tRNA hydrolase	26231	223
PF01197	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L31	25995	223
PF01245	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L19	26142	223
PF01250	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S6	26036	223
PF01351	PF14390	Low	NA	NA	NA	Ribonuclease HII	25393	223
PF01367	PF14390	Low	NA	NA	NA	5'-3' exonuclease, C-terminal SAM fold	25972	223
PF01406	PF14390	Low	NA	NA	NA	tRNA synthetases class I (C) catalytic domain	26293	223
PF01409	PF14390	Low	GO:0043039	BP	tRNA aminoacylation	tRNA synthetases class II core domain (F)	26359	223
PF01632	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein L35	25501	223
PF01649	PF14390	Low	GO:0006412	BP	translation	Ribosomal protein S20	25931	223
PF01653	PF14390	Low	NA	NA	NA	NAD-dependent DNA ligase adenylation domain	25453	223
PF01668	PF14390	Low	NA	NA	NA	SmpB protein	25791	223
PF01709	PF14390	Low	NA	NA	NA	Transcriptional regulator	25981	223
PF01715	PF14390	Low	GO:0008033	BP	tRNA processing	IPP transferase	26069	223
PF01725	PF14390	Low	GO:0009143	BP	nucleoside triphosphate catabolic process	Ham1 family	24678	223
PF01783	PF14390	Low	GO:0006412	BP	translation	Ribosomal L32p protein family	24492	223
PF01807	PF14390	Low	GO:0006260	BP	DNA replication	CHC2 zinc finger	25914	223
PF02096	PF14390	Low	NA	NA	NA	60Kd inner membrane protein	26063	223
PF02357	PF14390	Low	GO:0006355	BP	regulation of transcription, DNA-templated	Transcription termination factor nusG	25645	223
PF02367	PF14390	Low	GO:0002949	BP	tRNA threonylcarbamoyladenosine modification	Threonylcarbamoyl adenosine biosynthesis protein TsaE	25787	223
PF02403	PF14390	Low	NA	NA	NA	Seryl-tRNA synthetase N-terminal domain	25664	223
PF02739	PF14390	Low	NA	NA	NA	5'-3' exonuclease, N-terminal resolvase-like domain	26057	223
PF02767	PF14390	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, central domain	25805	223
PF02768	PF14390	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, C-terminal domain	25904	223
PF02772	PF14390	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, central domain	24552	223
PF02773	PF14390	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, C-terminal domain	24800	223
PF02800	PF14390	Low	GO:0055114	BP	oxidation-reduction process	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	25864	223
PF02882	PF14390	Low	NA	NA	NA	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	25607	223
PF02911	PF14390	Low	GO:0009058	BP	biosynthetic process	Formyl transferase, C-terminal domain	25746	223
PF03120	PF14390	Low	GO:0006281	BP	DNA repair	NAD-dependent DNA ligase OB-fold domain	25333	223
