KO	DUF	CS	Pathway	Description	KODescription	KOCount	DUFCount
K02714	PF12452	High	map00195	Photosynthesis	psbM; photosystem II PsbM protein	332	590
K02716	PF12452	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	590
K02717	PF12452	Low	map00195	Photosynthesis	psbP; photosystem II oxygen-evolving enhancer protein 2	372	590
K02722	PF12452	High	map00195	Photosynthesis	psbX; photosystem II PsbX protein	325	590
K02723	PF12452	Low	map00195	Photosynthesis	psbY; photosystem II PsbY protein	332	590
K05369	PF12452	Low	map00860	Porphyrin and chlorophyll metabolism	pebA; 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [EC:1.3.7.2]	208	590
K05369	PF12452	Low	map01110	Biosynthesis of secondary metabolites	pebA; 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [EC:1.3.7.2]	208	590
K05370	PF12452	High	map00860	Porphyrin and chlorophyll metabolism	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	590
K05370	PF12452	High	map01110	Biosynthesis of secondary metabolites	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	590
K05377	PF12452	High	map00196	Photosynthesis - antenna proteins	cpeB, mpeB; phycoerythrin beta chain	208	590
K05377	PF12452	High	map01100	Metabolic pathways	cpeB, mpeB; phycoerythrin beta chain	208	590
K05380	PF12452	Low	map00196	Photosynthesis - antenna proteins	cpeE; phycoerythrin-associated linker protein	250	590
K05380	PF12452	Low	map01100	Metabolic pathways	cpeE; phycoerythrin-associated linker protein	250	590
K05382	PF12452	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	590
K05382	PF12452	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	590
K05583	PF12452	High	map00190	Oxidative phosphorylation	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	590
K05583	PF12452	High	map01100	Metabolic pathways	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	590
K05584	PF12452	High	map00190	Oxidative phosphorylation	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	590
K05584	PF12452	High	map01100	Metabolic pathways	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	590
K05585	PF12452	High	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	590
K05585	PF12452	High	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	590
K08902	PF12452	Low	map00195	Photosynthesis	psb27; photosystem II Psb27 protein	395	590
K08903	PF12452	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	590
K00888	PF12505	High	map00562	Inositol phosphate metabolism	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	1	197
K00888	PF12505	High	map01100	Metabolic pathways	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	1	197
K00888	PF12505	High	map04011	MAPK signaling pathway - yeast	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	1	197
K00888	PF12505	High	map04070	Phosphatidylinositol signaling system	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]	1	197
K02516	PF12505	High	map03013	RNA transport	PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]	1	197
K02516	PF12505	High	map04011	MAPK signaling pathway - yeast	PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]	1	197
K02516	PF12505	High	map04111	Cell cycle - yeast	PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]	1	197
K03018	PF12505	High	map03020	RNA polymerase	RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]	1	197
K03018	PF12505	High	map04623	Cytosolic DNA-sensing pathway	RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]	1	197
K03027	PF12505	High	map03020	RNA polymerase	RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1	1	197
K03027	PF12505	High	map04623	Cytosolic DNA-sensing pathway	RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1	1	197
K03350	PF12505	High	map04110	Cell cycle	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map04111	Cell cycle - yeast	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map04113	Meiosis - yeast	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map04114	Oocyte meiosis	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map04120	Ubiquitin mediated proteolysis	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map04914	Progesterone-mediated oocyte maturation	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03350	PF12505	High	map05166	Human T-cell leukemia virus 1 infection	APC3, CDC27; anaphase-promoting complex subunit 3	1	197
K03845	PF12505	High	map00510	N-Glycan biosynthesis	ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	1	197
K03845	PF12505	High	map00513	Various types of N-glycan biosynthesis	ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	1	197
K03845	PF12505	High	map01100	Metabolic pathways	ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	1	197
K04513	PF12505	High	map04011	MAPK signaling pathway - yeast	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04014	Ras signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04015	Rap1 signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04022	cGMP-PKG signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04024	cAMP signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04062	Chemokine signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04071	Sphingolipid signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04072	Phospholipase D signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04144	Endocytosis	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04150	mTOR signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04270	Vascular smooth muscle contraction	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04310	Wnt signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04350	TGF-beta signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04360	Axon guidance	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04361	Axon regeneration	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04510	Focal adhesion	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04520	Adherens junction	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04530	Tight junction	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04611	Platelet activation	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04621	NOD-like receptor signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04625	C-type lectin receptor signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04660	T cell receptor signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04670	Leukocyte transendothelial migration	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04722	Neurotrophin signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04810	Regulation of actin cytoskeleton	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04921	Oxytocin signaling pathway	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04928	Parathyroid hormone synthesis, secretion and action	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map04972	Pancreatic secretion	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05100	Bacterial invasion of epithelial cells	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05130	Pathogenic Escherichia coli infection	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05133	Pertussis	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05135	Yersinia infection	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05152	Tuberculosis	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05163	Human cytomegalovirus infection	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05200	Pathways in cancer	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05203	Viral carcinogenesis	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05205	Proteoglycans in cancer	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05206	MicroRNAs in cancer	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05210	Colorectal cancer	RHOA; Ras homolog gene family, member A	1	197
K04513	PF12505	High	map05418	Fluid shear stress and atherosclerosis	RHOA; Ras homolog gene family, member A	1	197
K05531	PF12505	High	map00513	Various types of N-glycan biosynthesis	MNN10; mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]	1	197
K05531	PF12505	High	map01100	Metabolic pathways	MNN10; mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]	1	197
K06101	PF12505	High	map00310	Lysine degradation	ASH1L; histone-lysine N-methyltransferase ASH1L [EC:2.1.1.43]	1	197
K06636	PF12505	High	map04110	Cell cycle	SMC1; structural maintenance of chromosome 1	1	197
K06636	PF12505	High	map04111	Cell cycle - yeast	SMC1; structural maintenance of chromosome 1	1	197
K06636	PF12505	High	map04113	Meiosis - yeast	SMC1; structural maintenance of chromosome 1	1	197
K06636	PF12505	High	map04114	Oocyte meiosis	SMC1; structural maintenance of chromosome 1	1	197
K06639	PF12505	High	map04110	Cell cycle	CDC14; cell division cycle 14 [EC:3.1.3.16 3.1.3.48]	1	197
K06639	PF12505	High	map04111	Cell cycle - yeast	CDC14; cell division cycle 14 [EC:3.1.3.16 3.1.3.48]	1	197
K06639	PF12505	High	map04113	Meiosis - yeast	CDC14; cell division cycle 14 [EC:3.1.3.16 3.1.3.48]	1	197
K06664	PF12505	High	map04146	Peroxisome	PEX2, PXMP3; peroxin-2	1	197
K06699	PF12505	High	map03050	Proteasome	PSME4; proteasome activator subunit 4	1	197
K08711	PF12505	High	map02010	ABC transporters	ABCG2.PDR, CDR1; ATP-binding cassette, subfamily G (WHITE), member 2, PDR	1	197
K08712	PF12505	High	map02010	ABC transporters	ABCG2.SNQ2; ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2	1	197
K08773	PF12505	High	map04014	Ras signaling pathway	RALBP1; RalA-binding protein 1	1	197
K08773	PF12505	High	map05200	Pathways in cancer	RALBP1; RalA-binding protein 1	1	197
K08773	PF12505	High	map05212	Pancreatic cancer	RALBP1; RalA-binding protein 1	1	197
K10661	PF12505	High	map04141	Protein processing in endoplasmic reticulum	MARCH6, DOA10; E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27]	1	197
K10686	PF12505	High	map04120	Ubiquitin mediated proteolysis	UBE1C, UBA3; ubiquitin-activating enzyme E1 C [EC:6.2.1.45]	1	197
K10846	PF12505	High	map03420	Nucleotide excision repair	ERCC5, XPG, RAD2; DNA excision repair protein ERCC-5	1	197
K11137	PF12505	High	map03460	Fanconi anemia pathway	TELO2, TEL2; telomere length regulation protein	1	197
K11137	PF12505	High	map04150	mTOR signaling pathway	TELO2, TEL2; telomere length regulation protein	1	197
K11592	PF12505	High	map05206	MicroRNAs in cancer	DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]	1	197
K11644	PF12505	High	map04139	Mitophagy - yeast	SIN3A; paired amphipathic helix protein Sin3a	1	197
K11644	PF12505	High	map04919	Thyroid hormone signaling pathway	SIN3A; paired amphipathic helix protein Sin3a	1	197
K11644	PF12505	High	map05016	Huntington disease	SIN3A; paired amphipathic helix protein Sin3a	1	197
K11644	PF12505	High	map05169	Epstein-Barr virus infection	SIN3A; paired amphipathic helix protein Sin3a	1	197
K11644	PF12505	High	map05202	Transcriptional misregulation in cancer	SIN3A; paired amphipathic helix protein Sin3a	1	197
K11825	PF12505	High	map04144	Endocytosis	AP2B1; AP-2 complex subunit beta-1	1	197
K11825	PF12505	High	map04721	Synaptic vesicle cycle	AP2B1; AP-2 complex subunit beta-1	1	197
K11825	PF12505	High	map04961	Endocrine and other factor-regulated calcium reabsorption	AP2B1; AP-2 complex subunit beta-1	1	197
K11825	PF12505	High	map05016	Huntington disease	AP2B1; AP-2 complex subunit beta-1	1	197
K12161	PF12505	High	map04122	Sulfur relay system	URM1; ubiquitin related modifier 1	1	197
K12182	PF12505	High	map04144	Endocytosis	HGS, HRS, VPS27; hepatocyte growth factor-regulated tyrosine kinase substrate	1	197
K12182	PF12505	High	map04145	Phagosome	HGS, HRS, VPS27; hepatocyte growth factor-regulated tyrosine kinase substrate	1	197
K12189	PF12505	High	map04144	Endocytosis	VPS25, EAP20; ESCRT-II complex subunit VPS25	1	197
K12350	PF12505	High	map00600	Sphingolipid metabolism	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]	1	197
K12350	PF12505	High	map01100	Metabolic pathways	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]	1	197
K12350	PF12505	High	map04071	Sphingolipid signaling pathway	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]	1	197
K12350	PF12505	High	map04142	Lysosome	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]	1	197
K12350	PF12505	High	map04217	Necroptosis	SMPD1, ASM; sphingomyelin phosphodiesterase [EC:3.1.4.12]	1	197
K12392	PF12505	High	map04142	Lysosome	AP1B1; AP-1 complex subunit beta-1	1	197
K12392	PF12505	High	map05170	Human immunodeficiency virus 1 infection	AP1B1; AP-1 complex subunit beta-1	1	197
K12854	PF12505	High	map03040	Spliceosome	SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]	1	197
K14303	PF12505	High	map03013	RNA transport	NUP160, NUP120; nuclear pore complex protein Nup160	1	197
K14416	PF12505	High	map03015	mRNA surveillance pathway	HBS1; elongation factor 1 alpha-like protein	1	197
K14416	PF12505	High	map05134	Legionellosis	HBS1; elongation factor 1 alpha-like protein	1	197
K14561	PF12505	High	map03008	Ribosome biogenesis in eukaryotes	IMP4; U3 small nucleolar ribonucleoprotein protein IMP4	1	197
K14963	PF12505	High	map04934	Cushing syndrome	WDR5, SWD3, CPS30; COMPASS component SWD3	1	197
K15401	PF12505	High	map00071	Fatty acid degradation	CYP86A1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	1	197
K15401	PF12505	High	map00073	Cutin, suberine and wax biosynthesis	CYP86A1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]	1	197
K15542	PF12505	High	map03015	mRNA surveillance pathway	PFS2; polyadenylation factor subunit 2	1	197
K16675	PF12505	High	map04391	Hippo signaling pathway - fly	ZDHHC9_14_18; palmitoyltransferase ZDHHC9/14/18 [EC:2.3.1.225]	1	197
K17900	PF12505	High	map00561	Glycerolipid metabolism	ATG15, AUT5; lipase ATG15 [EC:3.1.1.3]	1	197
K17900	PF12505	High	map01100	Metabolic pathways	ATG15, AUT5; lipase ATG15 [EC:3.1.1.3]	1	197
K17900	PF12505	High	map04138	Autophagy - yeast	ATG15, AUT5; lipase ATG15 [EC:3.1.1.3]	1	197
K18443	PF12505	High	map04144	Endocytosis	GBF1; golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1	197
K18696	PF12505	High	map00564	Glycerophospholipid metabolism	GDE1; glycerophosphodiester phosphodiesterase [EC:3.1.4.46]	1	197
K19786	PF12505	High	map00562	Inositol phosphate metabolism	IPK1; inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	1	197
K19786	PF12505	High	map01100	Metabolic pathways	IPK1; inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	1	197
K19786	PF12505	High	map04070	Phosphatidylinositol signaling system	IPK1; inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	1	197
K20407	PF12505	High	map04150	mTOR signaling pathway	MIOS, MIO; WD repeat-containing protein mio	1	197
K20409	PF12505	High	map04150	mTOR signaling pathway	WDR59; WD repeat-containing protein 59	1	197
K19004	PF12506	High	map00561	Glycerolipid metabolism	K19004; processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.315 2.4.1.-]	4	NA
K19004	PF12506	High	map01100	Metabolic pathways	K19004; processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.315 2.4.1.-]	4	NA
K01052	PF12520	High	map00100	Steroid biosynthesis	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	1	431
K01052	PF12520	High	map04142	Lysosome	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	1	431
K01052	PF12520	High	map04979	Cholesterol metabolism	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	1	431
K01228	PF12520	High	map00510	N-Glycan biosynthesis	MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]	1	431
K01228	PF12520	High	map01100	Metabolic pathways	MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]	1	431
K01228	PF12520	High	map04141	Protein processing in endoplasmic reticulum	MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]	1	431
K03032	PF12520	High	map03050	Proteasome	PSMD1, RPN2; 26S proteasome regulatory subunit N2	1	431
K03032	PF12520	High	map05169	Epstein-Barr virus infection	PSMD1, RPN2; 26S proteasome regulatory subunit N2	1	431
K06670	PF12520	High	map04110	Cell cycle	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	1	431
K06670	PF12520	High	map04111	Cell cycle - yeast	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	1	431
K07297	PF12520	High	map04152	AMPK signaling pathway	ADIPOR; adiponectin receptor	1	431
K07297	PF12520	High	map04211	Longevity regulating pathway	ADIPOR; adiponectin receptor	1	431
K07297	PF12520	High	map04920	Adipocytokine signaling pathway	ADIPOR; adiponectin receptor	1	431
K07297	PF12520	High	map04932	Non-alcoholic fatty liver disease (NAFLD)	ADIPOR; adiponectin receptor	1	431
K08513	PF12520	High	map04130	SNARE interactions in vesicular transport	VAMP4; vesicle-associated membrane protein 4	1	431
K11237	PF12520	High	map04011	MAPK signaling pathway - yeast	BEM1; bud emergence protein 1	1	431
K11238	PF12520	High	map04011	MAPK signaling pathway - yeast	BNI1; cytokinesis protein	1	431
K12190	PF12520	High	map04144	Endocytosis	VPS36, EAP45; ESCRT-II complex subunit VPS36	1	431
K12389	PF12520	High	map04142	Lysosome	BTS, CLN3; battenin	1	431
K12846	PF12520	High	map03040	Spliceosome	SNRNP27; U4/U6.U5 tri-snRNP-associated protein 3	1	431
K12848	PF12520	High	map03040	Spliceosome	SNU23; U4/U6.U5 tri-snRNP component SNU23	1	431
K13333	PF12520	High	map00564	Glycerophospholipid metabolism	PLB; lysophospholipase [EC:3.1.1.5]	1	431
K14312	PF12520	High	map03013	RNA transport	NUP155, NUP170, NUP157; nuclear pore complex protein Nup155	1	431
K14402	PF12520	High	map03015	mRNA surveillance pathway	CPSF2, CFT2; cleavage and polyadenylation specificity factor subunit 2	1	431
K14537	PF12520	High	map03008	Ribosome biogenesis in eukaryotes	NUG2, GNL2; nuclear GTP-binding protein	1	431
K14567	PF12520	High	map03008	Ribosome biogenesis in eukaryotes	UTP14; U3 small nucleolar RNA-associated protein 14	1	431
